country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
FRANCE,45-64,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,No,No,No,No,0,7,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Volunteering,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,5,Yes,High Cost
CANADA,45-64,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,High Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,Higher Cost
SOUTH AFRICA,18-24,With Other Friends/Relatives,1,2,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,4,Yes,High Cost
NEW ZEALAND,45-64,With Other Friends/Relatives,2,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,7,Yes,Highest Cost
UNITED KINGDOM,18-24,With Other Friends/Relatives,3,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,High Cost
POLAND,25-44,With Other Friends/Relatives,3,0,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost
SOUTH AFRICA,25-44,With Spouse,1,1,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,4,0,Yes,Higher Cost
GERMANY,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
ZIMBABWE,18-24,Alone,0,1,Leisure and Holidays,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
SOUTH AFRICA,18-24,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Low Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
UGANDA,25-44,With Other Friends/Relatives,0,1,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
UNITED KINGDOM,45-64,With Spouse and Children,4,4,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,14,0,No,Normal Cost
AUSTRALIA,45-64,With Children,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,4,Yes,Highest Cost
ZAMBIA,25-44,Alone,0,1,Business,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Lower Cost
FRANCE,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,High Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,Yes,No,No,0,7,Yes,High Cost
RWANDA,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,3,10,No,High Cost
UNITED STATES OF AMERICA,<18,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Yes,Low Cost
UNITED KINGDOM,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2,0,Visiting Friends and Relatives,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,20,0,Yes,High Cost
MALAYSIA,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,0,Yes,Higher Cost
ZIMBABWE,25-44,With Other Friends/Relatives,0,2,Business,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
CHINA,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,High Cost
ITALY,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,Inflight magazines,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,35,Yes,Higher Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Spouse and Children,2,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,High Cost
ITALY,45-64,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
GERMANY,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Normal Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,0,7,Yes,High Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,5,10,Yes,Higher Cost
UAE,25-44,Alone,0,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,No,Normal Cost
UNITED STATES OF AMERICA,25-44,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Yes,Low Cost
ZAMBIA,25-44,With Spouse,1,1,Visiting Friends and Relatives,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
NETHERLANDS,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,No,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
POLAND,25-44,Alone,0,1,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Highest Cost
BELGIUM,65+,With Other Friends/Relatives,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,0,Yes,High Cost
AUSTRIA,25-44,Alone,0,1,Business,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Normal Cost
IRELAND,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,High Cost
SOUTH AFRICA,45-64,With Other Friends/Relatives,3,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,0,7,No,High Cost
UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
GERMANY,18-24,With Other Friends/Relatives,2,0,Leisure and Holidays,Business,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,35,0,Yes,Higher Cost
UNITED KINGDOM,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,5,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,14,No,High Cost
GERMANY,45-64,With Other Friends/Relatives,1,0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,High Cost
UNITED KINGDOM,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,6,Yes,Higher Cost
KENYA,18-24,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
UNITED KINGDOM,18-24,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,17,4,No,Normal Cost
ISRAEL,65+,With Other Friends/Relatives,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,High Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
SWIZERLAND,25-44,With Other Friends/Relatives,2,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
SOUTH AFRICA,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,0,7,No,High Cost
FRANCE,45-64,With Spouse and Children,2,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
UNITED KINGDOM,45-64,With Children,1,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,0,Yes,Higher Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,6,Yes,Normal Cost
SWEDEN,25-44,With Children,2,2,Visiting Friends and Relatives,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,44,0,No,Low Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,4,Yes,Higher Cost
UGANDA,45-64,Alone,0,1,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
QATAR,45-64,With Spouse and Children,1,2,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,1,2,No,Normal Cost
CHINA,18-24,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,40,2,Yes,Normal Cost
BELGIUM,45-64,With Spouse and Children,1,2,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,12,Yes,Normal Cost
ZIMBABWE,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,13,0,No,Normal Cost
ITALY,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,High Cost
GERMANY,18-24,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,7,6,Yes,Low Cost
UNITED STATES OF AMERICA,45-64,With Spouse and Children,2,3,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,Highest Cost
AUSTRALIA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,8,4,No,Normal Cost
UNITED KINGDOM,25-44,Alone,1,0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,18,0,No,Lower Cost
ZAMBIA,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
KOREA,45-64,Alone,0,1,Meetings and Conference,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
ZIMBABWE,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
SWIZERLAND,65+,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,0,3,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent,Yes,Yes,Yes,Yes,Yes,Yes,No,12,2,Yes,Higher Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,4,Yes,High Cost
SWIZERLAND,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,10,0,No,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
SOUTH AFRICA,45-64,Alone,0,1,Business,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,5,0,Yes,Normal Cost
BELGIUM,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
SPAIN,45-64,With Spouse and Children,4,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,12,0,No,Higher Cost
FRANCE,45-64,With Spouse and Children,1,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5,Yes,Higher Cost
DENMARK,18-24,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,44,No,Normal Cost
ZIMBABWE,45-64,With Spouse,1,1,Visiting Friends and Relatives,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
BELGIUM,65+,With Spouse,2,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,Yes,No,9,0,Yes,Higher Cost
ISRAEL,18-24,With Other Friends/Relatives,1,0,Other,Conference Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,0,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,15,3,Yes,High Cost
CANADA,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,6,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
AUSTRALIA,25-44,With Spouse and Children,2,2,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,1,Yes,Normal Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,No,Yes,Yes,No,No,10,3,Yes,Higher Cost
GERMANY,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,10,4,No,Higher Cost
UNITED KINGDOM,25-44,With Children,2,0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
SOUTH AFRICA,45-64,With Other Friends/Relatives,2,2,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,11,0,Yes,Higher Cost
BELGIUM,25-44,With Other Friends/Relatives,4,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,8,4,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
INDIA,25-44,With Spouse,1,1,Leisure and Holidays,Business,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,6,Yes,Normal Cost
GERMANY,18-24,With Other Friends/Relatives,1,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Yes,Low Cost
FRANCE,25-44,With Spouse and Children,2,2,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,No,No,No,Yes,12,0,Yes,Higher Cost
FRANCE,18-24,With Spouse and Children,1,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,Yes,Yes,Yes,Yes,No,8,0,Yes,High Cost
IRELAND,45-64,Alone,0,1,Business,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,60,0,No,Normal Cost
UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,7,Yes,Higher Cost
SWIZERLAND,25-44,Alone,0,1,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,7,0,Yes,Lower Cost
CONGO,25-44,Alone,0,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Yes,Low Cost
IRELAND,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
RWANDA,25-44,With Other Friends/Relatives,2,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
SOUTH AFRICA,25-44,With Spouse,1,1,Business,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,4,No,Normal Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,8,Yes,High Cost
UNITED KINGDOM,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,23,0,No,High Cost
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,No,No,No,No,No,No,9,0,Yes,Normal Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,2,Yes,Higher Cost
UNITED KINGDOM,18-24,Alone,1,0,Volunteering,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,25,0,Yes,Normal Cost
BURUNDI,18-24,Alone,1,0,Business,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
UGANDA,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
JAPAN,45-64,Alone,0,1,Volunteering,Hunting Tourism,"Friends, relatives",Package Tour,Yes,No,No,No,No,No,No,45,0,No,High Cost
AUSTRALIA,18-24,Alone,1,0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,50,6,Yes,High Cost
SOUTH AFRICA,25-44,Alone,1,0,Leisure and Holidays,Business,"Friends, relatives",Independent,No,No,No,No,No,No,No,26,0,No,Lower Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,Others,Independent,No,No,No,No,No,No,No,6,0,Yes,Low Cost
SWIZERLAND,25-44,With Other Friends/Relatives,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,8,3,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,6,Yes,High Cost
CHINA,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,Yes,Low Cost
INDIA,45-64,Alone,0,1,Business,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
FRANCE,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost
BURUNDI,25-44,With Other Friends/Relatives,0,2,Visiting Friends and Relatives,Cultural Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
INDIA,25-44,Alone,0,1,Business,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,No,No,0,6,Yes,High Cost
ZIMBABWE,25-44,With Spouse and Children,2,3,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,9,0,No,Higher Cost
ZIMBABWE,45-64,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
KENYA,45-64,Alone,0,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost
KENYA,25-44,Alone,0,1,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
NETHERLANDS,18-24,With Other Friends/Relatives,1,1,Leisure and Holidays,Cultural Tourism,Others,Independent,No,No,No,No,No,No,No,20,7,Yes,Higher Cost
AUSTRALIA,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Higher Cost
