age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_people,country_new,cost_category
45~64,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,Yes,Yes,Yes,Yes,No,Yes,No,6,0,Cash,Yes,1,SWIZERLAND,2
25~44,Alone,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,0,Cash,No,1,UNITED STATES OF AMERICA,2
25~44,Spouse and Children,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,6,Credit Card,Yes,4,SPAIN,4
25~44,Spouse,1,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,No,No,27,2,Cash,No,2,INDIA,2
25~44,Alone,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,3,Cash,Yes,1,CANADA,2
25~44,Friends/Relatives,3,3,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,3,Credit Card,Yes,6,NETHERLANDS,4
25~44,Blank,0,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Credit Card,Yes,1,UNITED STATES OF AMERICA,2
25~44,Spouse and Children,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,7,5,Credit Card,Yes,2,GERMANY,2
1~24,Friends/Relatives,2,0,Volunteering,Cultural tourism,others,Independent,No,No,No,No,No,No,No,17,25,Cash,Yes,2,AUSTRIA,3
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,7,Cash,Yes,1,UNITED KINGDOM,2
1~24,Alone,0,1,Meetings and Conference,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,23,1,Cash,No,1,UNITED KINGDOM,2
45~64,Friends/Relatives,1,3,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,No,4,OMAN,1
25~44,Friends/Relatives,1,1,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,9,0,Cash,No,2,NORWAY,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,12,0,Credit Card,Yes,2,ITALY,4
45~64,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,23,0,Cash,No,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,7,Cash,Yes,2,UNITED KINGDOM,2
25~44,Alone,0,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,30,30,Cash,Yes,1,UAE,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,2,Cash,Yes,2,UNITED STATES OF AMERICA,2
25~44,Alone,0,1,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,No,No,No,No,No,1,0,Cash,Yes,1,SWIZERLAND,2
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,No,1,KENYA,1
65+,Blank,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,2,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Alone,1,0,Volunteering,Cultural tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,33,3,Cash,Yes,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,6,Cash,Yes,2,GERMANY,1
45~64,Spouse and Children,1,3,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,0,6,Cash,Yes,4,ZIMBABWE,2
25~44,Blank,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,3,Credit Card,No,1,UNITED KINGDOM,2
25~44,Alone,1,0,Volunteering,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,30,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Friends/Relatives,2,0,Volunteering,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,No,2,ITALY,2
45~64,Friends/Relatives,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,7,Cash,Yes,4,SPAIN,4
25~44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,No,Yes,No,No,Yes,Yes,No,5,2,Cash,Yes,2,FRANCE,2
25~44,Alone,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,2,Cash,No,1,UAE,2
25~44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,0,Credit Card,Yes,1,CHINA,2
25~44,Blank,1,0,Meetings and Conference,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,5,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Blank,0,1,Meetings and Conference,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,UNITED KINGDOM,1
1~24,Friends/Relatives,1,3,Leisure and Holidays,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,3,0,Cash,No,4,ITALY,2
25~44,Alone,0,1,Leisure and Holidays,business,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,2,Cash,Yes,1,SOUTH AFRICA,1
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,17,3,Cash,No,1,CHINA,2
25~44,Friends/Relatives,3,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,4,Cash,Yes,3,INDIA,2
25~44,Blank,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,14,0,Cash,No,1,ZAMBIA,2
25~44,Children,2,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,Cash,No,2,UNITED KINGDOM,2
1~24,Blank,0,1,Scientific and Academic,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,1,SOUTH AFRICA,2
25~44,Alone,1,0,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,SOUTH AFRICA,1
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Cash,No,1,UAE,2
25~44,Blank,1,0,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,AUSTRALIA,1
1~24,Blank,0,1,Leisure and Holidays,Wildlife tourism,inflight magazines,Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,UNITED KINGDOM,1
25~44,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Independent,No,Yes,Yes,Yes,Yes,Yes,No,5,1,Cash,No,1,CANADA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,4,7,Cash,Yes,2,UNITED KINGDOM,3
25~44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,16,14,Cash,Yes,2,SWEDEN,3
45~64,Blank,0,1,Scientific and Academic,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,42,0,Cash,No,1,UNITED STATES OF AMERICA,4
25~44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,3,Cash,Yes,2,UNITED STATES OF AMERICA,3
45~64,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,FRANCE,2
25~44,Blank,0,1,Volunteering,Wildlife tourism,inflight magazines,Package Tour,No,Yes,No,Yes,Yes,Yes,No,30,0,Cash,Yes,1,AUSTRALIA,1
25~44,Alone,0,1,Other,Hunting tourism,"Travel, agent, tour operator",Package Tour,No,No,No,No,No,No,No,3,0,Cash,Yes,1,INDIA,3
45~64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,3,Cash,Yes,2,NETHERLANDS,2
45~64,Friends/Relatives,0,2,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,12,0,Cash,Yes,2,UNITED STATES OF AMERICA,2
45~64,Spouse,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,2,RWANDA,1
45~64,Friends/Relatives,2,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,16,0,Credit Card,No,3,SOUTH AFRICA,4
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,UNITED KINGDOM,2
45~64,Blank,0,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,3,Credit Card,Yes,1,SPAIN,2
45~64,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,9,0,Credit Card,Yes,2,UNITED KINGDOM,2
45~64,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,0,Credit Card,No,3,UNITED STATES OF AMERICA,4
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,37,0,Cash,No,1,INDIA,2
65+,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,Yes,5,0,Credit Card,Yes,4,O-LAC,4
1~24,Alone,1,0,Scientific and Academic,Cultural tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,6,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,7,0,Cash,Yes,4,FRANCE,4
1~24,Friends/Relatives,2,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,0,Cash,Yes,2,UNITED KINGDOM,2
45~64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,2,UNITED KINGDOM,2
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,Yes,Yes,12,0,Cash,Yes,1,INDIA,2
1~24,Alone,1,0,Scientific and Academic,Cultural tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,10,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,3,Cash,Yes,1,PORTUGAL,2
25~44,Alone,1,0,Meetings and Conference,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,UNITED KINGDOM,2
25~44,Blank,0,1,Meetings and Conference,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,37,0,Cash,No,1,ISRAEL,2
45~64,Alone,0,1,Leisure and Holidays,Hunting tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,6,0,Cash,Yes,1,FRANCE,2
1~24,Blank,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,12,2,Cash,Yes,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Cash,Yes,2,ITALY,4
45~64,Friends/Relatives,1,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,2,GERMANY,2
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,Yes,No,Yes,10,0,Cash,Yes,1,UNITED KINGDOM,2
65+,Friends/Relatives,2,4,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,5,0,Cash,Yes,6,UNITED STATES OF AMERICA,3
25~44,Blank,0,1,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,SOUTH AFRICA,1
25~44,Alone,1,0,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Credit Card,Yes,1,SOUTH AFRICA,2
25~44,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,Yes,No,No,No,No,No,6,0,Cash,Yes,2,CHINA,2
45~64,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,9,5,Cash,Yes,2,FRANCE,2
25~44,Blank,1,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,4,Cash,Yes,1,FINLAND,2
45~64,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,3,Cash,Yes,1,SWIZERLAND,2
25~44,Blank,1,0,Meetings and Conference,Mountain climbing,others,Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,KENYA,2
25~44,Spouse and Children,0,4,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,4,NETHERLANDS,2
1~24,Blank,0,1,Other,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,6,Cash,Yes,1,UNITED STATES OF AMERICA,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,9,0,Cash,Yes,1,GERMANY,2
25~44,Alone,0,1,Meetings and Conference,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,GERMANY,1
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,ITALY,2
25~44,Blank,1,0,Business,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,1,FINLAND,2
45~64,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,7,Cash,Yes,4,NETHERLANDS,3
1~24,Spouse,2,2,Visiting Friends and Relatives,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,0,60,Cash,No,4,UNITED KINGDOM,1
65+,Friends/Relatives,1,1,Scientific and Academic,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,15,0,Cash,No,2,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,7,5,Cash,Yes,2,ITALY,3
25~44,Spouse,1,1,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,11,0,Cash,No,2,SOUTH AFRICA,2
1~24,Alone,1,0,Volunteering,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,25,0,Cash,Yes,1,UNITED KINGDOM,2
1~24,Alone,0,1,Scientific and Academic,Cultural tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,50,6,Cash,No,1,UNITED STATES OF AMERICA,2
45~64,Blank,1,0,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,0,2,Visiting Friends and Relatives,Cultural tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,1,Credit Card,No,2,JAPAN,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,12,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
45~64,Spouse and Children,4,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Cash,Yes,5,FRANCE,4
25~44,Friends/Relatives,2,0,Leisure and Holidays,Diving and Sport Fishing,Trade fair,Package Tour,Yes,Yes,No,No,Yes,Yes,No,14,0,Travellers Cheque,Yes,2,UNITED STATES OF AMERICA,4
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,9,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,3
45~64,Blank,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,42,0,Cash,No,1,UNITED STATES OF AMERICA,1
45~64,Friends/Relatives,6,6,Visiting Friends and Relatives,Hunting tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,No,12,UNITED KINGDOM,3
25~44,Spouse,1,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,9,Cash,Yes,2,O-EEU,2
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Cash,Yes,2,UGANDA,3
65+,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Credit Card,Yes,2,SPAIN,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,6,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
25~44,Children,1,2,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,No,19,3,Cash,No,3,UNITED KINGDOM,3
45~64,Alone,1,0,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,1,KENYA,2
45~64,Friends/Relatives,3,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,3,Cash,Yes,4,FRANCE,4
45~64,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,No,1,UAE,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Cash,Yes,2,UNITED STATES OF AMERICA,1
1~24,Friends/Relatives,2,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,24,4,Cash,No,3,UNITED KINGDOM,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,3,Cash,Yes,2,CANADA,3
25~44,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5,Cash,Yes,3,FRANCE,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,4,Cash,Yes,2,CHINA,3
45~64,Friends/Relatives,0,2,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,No,2,JAPAN,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,2,AUSTRALIA,1
25~44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,5,0,Cash,Yes,3,GERMANY,2
45~64,Alone,0,1,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,INDIA,2
45~64,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,11,0,Cash,Yes,1,UNITED STATES OF AMERICA,3
25~44,Spouse and Children,2,4,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,12,Cash,Yes,6,FRANCE,4
65+,Spouse,11,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,14,0,Cash,Yes,12,BELGIUM,2
25~44,Spouse and Children,2,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,Yes,Yes,10,0,Cash,Yes,4,FRANCE,4
65+,Blank,1,0,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,15,0,Cash,Yes,1,UNITED STATES OF AMERICA,4
25~44,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Credit Card,Yes,1,NORWAY,1
25~44,Friends/Relatives,6,6,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,4,2,Cash,Yes,12,SOUTH AFRICA,3
25~44,Blank,0,1,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,1,CANADA,2
45~64,Alone,0,1,Business,business,Trade fair,Independent,No,No,No,No,No,No,No,12,0,Credit Card,No,1,INDIA,2
25~44,Alone,0,1,Meetings and Conference,Mountain climbing,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,4,0,Credit Card,No,1,ETHIOPIA,2
45~64,Blank,0,1,Scientific and Academic,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,UNITED STATES OF AMERICA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,2,UNITED KINGDOM,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,0,Cash,Yes,2,UAE,3
45~64,Alone,1,0,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,Cash,No,1,FINLAND,2
25~44,Alone,1,0,Scientific and Academic,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Credit Card,Yes,1,AUSTRALIA,2
25~44,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,9,0,Cash,No,2,GERMANY,2
25~44,Friends/Relatives,2,0,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,4,Cash,Yes,2,UNITED KINGDOM,1
